onset	duration	trial_type	value	stim_file	statement_text
5.256	0.0	n/a	3	n/a	n/a
8.192	0.0	n/a	3	n/a	n/a
8.892	0.0	n/a	3	n/a	n/a
9.46	0.0	n/a	3	n/a	n/a
9.96	0.0	n/a	3	n/a	n/a
10.428	0.0	n/a	3	n/a	n/a
10.876	0.0	n/a	3	n/a	n/a
13.544	3.759354940854588	PVV/Agema/left/negative/Integration	81	PVV_Agema.jpg	Integratie eisen is racisme.
17.932	4.538095802485606	GL/Timmermans/left/negative/Climate	41	GL_Timmermans.jpg	Onze kinderen hebben geen toekomst, stop klimaatverandering
22.252	4.16965605290796	GL/Klaver/left/positive/EU	30	GL_Klaver.jpg	Meer Europa voor een vreedzame toekomst
30.208	4.032881405374804	GL/Timmermans/right/neutral/Immigration	62	GL_Timmermans.jpg	Stop immigranten aan de grens
34.028	3.7742287766149123	PVV/Wilders/right/neutral/Immigration	134	PVV_Wilders.jpg	Grenzen dicht voor immigranten
42.636	4.589727818363813	PVV/Wilders/right/positive/Gender equality	145	PVV_Wilders.jpg	Het Gezin als hoeksteen, voor een stralende toekomst
50.808	4.230124730681888	PVV/Agema/left/negative/Immigration	80	PVV_Agema.jpg	Stop de slechte behandeling van vluchtelingen
55.028	4.216591806771572	GL/Timmermans/left/negative/Immigration	44	GL_Timmermans.jpg	Stop de slechte opvang van vluchtelingen
62.836	3.851652104113501	GL/Klaver/left/negative/Integration	9	GL_Klaver.jpg	Stop bevooroordeelde culturele integratie
66.472	3.551176380137438	PVV/Agema/left/neutral/Immigration	92	PVV_Agema.jpg	Vang vluchtelingen op
70.44	4.146676446249187	PVV/Wilders/right/negative/EU	120	PVV_Wilders.jpg	Stap uit de totalitaire EU
74.592	3.989338941076143	GL/Klaver/left/negative/Climate	5	GL_Klaver.jpg	Klimaatverandering neemt onze toekomst weg
78.164	3.591447738441374	GL/Timmermans/left/neutral/Gender equality	55	GL_Timmermans.jpg	Meer gender gelijkheid
86.368	4.28579018312096	PVV/Wilders/left/positive/Climate	137	PVV_Wilders.jpg	Voor een zonnige toekomst, stop klimaatverandering
90.456	3.9839003421187105	GL/Timmermans/right/positive/Climate	71	GL_Timmermans.jpg	Ontspan, klimaatverandering is een grap
94.224	3.8533276095771765	GL/Klaver/right/positive/Climate	35	GL_Klaver.jpg	Warmer klimaat, warmere stranden
98.496	4.351622068101192	GL/Klaver/right/negative/Vegetarianism	16	GL_Klaver.jpg	Negeer de gekkies, eet een burger
102.432	3.833962940247254	GL/Timmermans/right/negative/Climate	47	GL_Timmermans.jpg	Klimaatverandering is een complot
109.856	3.4327696179819096	GL/Klaver/left/neutral/Climate	17	GL_Klaver.jpg	Stop klimaatverandering
113.508	3.6698542314669753	PVV/Wilders/right/positive/Integration	147	PVV_Wilders.jpg	Nederlandse waarden eerst
117.176	3.7260289802572437	PVV/Agema/left/neutral/Vegetarianism	94	PVV_Agema.jpg	Eet minder vlees
121.948	4.623537387032819	GL/Timmermans/left/negative/Gender equality	43	GL_Timmermans.jpg	Verzet je tegen de norm, meer gender gelijkheid
125.932	4.038128650379418	GL/Timmermans/left/positive/Immigration	68	GL_Timmermans.jpg	Een warm welkom voor vluchtelingen
130.388	4.459256725517901	PVV/Agema/right/positive/EU	108	PVV_Agema.jpg	Maak ons rijker, weg uit de EU
134.424	4.096601276207772	GL/Timmermans/right/neutral/Vegetarianism	64	GL_Timmermans.jpg	Een Hamburger voor elke burger
138.108	3.5737827463029106	PVV/Wilders/right/negative/Integration	123	PVV_Wilders.jpg	Integreren of vertrekken
146.084	3.992956454828632	PVV/Agema/right/neutral/EU	96	PVV_Agema.jpg	Nederland moet uit de EU
154.288	3.7742287766149123	PVV/Wilders/right/neutral/Immigration	134	PVV_Wilders.jpg	Grenzen dicht voor immigranten
