onset	duration	trial_type	value	stim_file	statement_text
5.192	0.0	n/a	3	n/a	n/a
6.992	0.0	n/a	3	n/a	n/a
16.516	0.0	n/a	3	n/a	n/a
23.404	0.0	n/a	3	n/a	n/a
30.312	0.0	n/a	3	n/a	n/a
55.528	0.0	n/a	3	n/a	n/a
74.68	0.0	n/a	3	n/a	n/a
84.036	3.759354940854588	PVV/Agema/left/negative/Integration	81	PVV_Agema.jpg	Integratie eisen is racisme.
88.472	4.538095802485606	GL/Timmermans/left/negative/Climate	41	GL_Timmermans.jpg	Onze kinderen hebben geen toekomst, stop klimaatverandering
92.724	4.16965605290796	GL/Klaver/left/positive/EU	30	GL_Klaver.jpg	Meer Europa voor een vreedzame toekomst
100.732	4.032881405374804	GL/Timmermans/right/neutral/Immigration	62	GL_Timmermans.jpg	Stop immigranten aan de grens
104.616	3.7742287766149123	PVV/Wilders/right/neutral/Immigration	134	PVV_Wilders.jpg	Grenzen dicht voor immigranten
113.392	4.589727818363813	PVV/Wilders/right/positive/Gender equality	145	PVV_Wilders.jpg	Het Gezin als hoeksteen, voor een stralende toekomst
121.564	4.230124730681888	PVV/Agema/left/negative/Immigration	80	PVV_Agema.jpg	Stop de slechte behandeling van vluchtelingen
125.716	4.216591806771572	GL/Timmermans/left/negative/Immigration	44	GL_Timmermans.jpg	Stop de slechte opvang van vluchtelingen
133.524	3.851652104113501	GL/Klaver/left/negative/Integration	9	GL_Klaver.jpg	Stop bevooroordeelde culturele integratie
137.092	3.551176380137438	PVV/Agema/left/neutral/Immigration	92	PVV_Agema.jpg	Vang vluchtelingen op
141.228	4.146676446249187	PVV/Wilders/right/negative/EU	120	PVV_Wilders.jpg	Stap uit de totalitaire EU
145.184	3.989338941076143	GL/Klaver/left/negative/Climate	5	GL_Klaver.jpg	Klimaatverandering neemt onze toekomst weg
148.868	3.591447738441374	GL/Timmermans/left/neutral/Gender equality	55	GL_Timmermans.jpg	Meer gender gelijkheid
157.06	4.28579018312096	PVV/Wilders/left/positive/Climate	137	PVV_Wilders.jpg	Voor een zonnige toekomst, stop klimaatverandering
161.028	3.9839003421187105	GL/Timmermans/right/positive/Climate	71	GL_Timmermans.jpg	Ontspan, klimaatverandering is een grap
164.896	3.8533276095771765	GL/Klaver/right/positive/Climate	35	GL_Klaver.jpg	Warmer klimaat, warmere stranden
169.168	4.351622068101192	GL/Klaver/right/negative/Vegetarianism	16	GL_Klaver.jpg	Negeer de gekkies, eet een burger
173.088	3.833962940247254	GL/Timmermans/right/negative/Climate	47	GL_Timmermans.jpg	Klimaatverandering is een complot
180.576	3.4327696179819096	GL/Klaver/left/neutral/Climate	17	GL_Klaver.jpg	Stop klimaatverandering
184.228	3.6698542314669753	PVV/Wilders/right/positive/Integration	147	PVV_Wilders.jpg	Nederlandse waarden eerst
187.8	3.7260289802572437	PVV/Agema/left/neutral/Vegetarianism	94	PVV_Agema.jpg	Eet minder vlees
192.504	4.623537387032819	GL/Timmermans/left/negative/Gender equality	43	GL_Timmermans.jpg	Verzet je tegen de norm, meer gender gelijkheid
196.504	4.038128650379418	GL/Timmermans/left/positive/Immigration	68	GL_Timmermans.jpg	Een warm welkom voor vluchtelingen
200.928	4.459256725517901	PVV/Agema/right/positive/EU	108	PVV_Agema.jpg	Maak ons rijker, weg uit de EU
204.964	4.096601276207772	GL/Timmermans/right/neutral/Vegetarianism	64	GL_Timmermans.jpg	Een Hamburger voor elke burger
208.6	3.5737827463029106	PVV/Wilders/right/negative/Integration	123	PVV_Wilders.jpg	Integreren of vertrekken
216.588	3.992956454828632	PVV/Agema/right/neutral/EU	96	PVV_Agema.jpg	Nederland moet uit de EU
224.912	3.7742287766149123	PVV/Wilders/right/neutral/Immigration	134	PVV_Wilders.jpg	Grenzen dicht voor immigranten
232.868	4.1498617938906355	PVV/Agema/right/neutral/Immigration	98	PVV_Agema.jpg	Geen toegang voor illegale immigranten
236.636	3.7882606374754433	GL/Klaver/right/neutral/Immigration	26	GL_Klaver.jpg	Immigranten stoppen, grenzen bewaken
240.24	3.6459496461224092	GL/Timmermans/left/neutral/EU	54	GL_Timmermans.jpg	Meer Europese integratie
244.528	4.181454731131796	PVV/Agema/right/negative/Vegetarianism	88	PVV_Agema.jpg	Weg met moralisme, vlees is beter
248.748	4.256936465724646	PVV/Agema/left/positive/EU	102	PVV_Agema.jpg	Europa zorgt voor vrede in Europa
253.3	3.8533276095771765	GL/Klaver/right/positive/Climate	35	GL_Klaver.jpg	Warmer klimaat, warmere stranden
257.004	3.691382230475414	PVV/Agema/right/neutral/Climate	95	PVV_Agema.jpg	Klimaatverandering bestaat niet
261.088	4.038128650379418	GL/Timmermans/left/positive/Immigration	68	GL_Timmermans.jpg	Een warm welkom voor vluchtelingen
265.044	3.8533276095771765	GL/Klaver/right/positive/Climate	35	GL_Klaver.jpg	Warmer klimaat, warmere stranden
268.864	4.038128650379418	GL/Timmermans/left/positive/Immigration	68	GL_Timmermans.jpg	Een warm welkom voor vluchtelingen
272.7	3.830181884434866	PVV/Wilders/right/positive/Climate	143	PVV_Wilders.jpg	Klimaatverandering? Niet zo ernstig
280.688	4.032881405374804	GL/Timmermans/right/neutral/Immigration	62	GL_Timmermans.jpg	Stop immigranten aan de grens
284.292	3.5656212554833653	GL/Klaver/right/positive/Integration	39	GL_Klaver.jpg	Bewaar Nederlandse identiteit
292.048	3.7633511578434886	GL/Klaver/right/negative/Integration	15	GL_Klaver.jpg	Integreer of ga terug
295.9	3.8122525534751173	GL/Timmermans/right/negative/Immigration	50	GL_Timmermans.jpg	Deporteer nu alle immigranten
299.688	3.7742287766149123	PVV/Wilders/right/neutral/Immigration	134	PVV_Wilders.jpg	Grenzen dicht voor immigranten
303.54	3.790532264789158	GL/Timmermans/right/positive/Gender equality	73	GL_Timmermans.jpg	Het gezin is heilig
307.476	3.866488740926653	GL/Timmermans/right/negative/EU	48	GL_Timmermans.jpg	Ontsnap uit de EU-fuik
311.228	3.8927225195694373	PVV/Agema/left/positive/Immigration	104	PVV_Agema.jpg	Wees gastvrij naar vluchtelingen
319.604	4.538095802485606	GL/Timmermans/left/negative/Climate	41	GL_Timmermans.jpg	Onze kinderen hebben geen toekomst, stop klimaatverandering
323.724	3.9583526684340784	GL/Timmermans/left/neutral/Climate	53	GL_Timmermans.jpg	Tijd om klimaatverandering te stoppen
327.508	3.897682841943392	GL/Klaver/right/neutral/Climate	23	GL_Klaver.jpg	Klimaatverandering is niet echt
335.764	4.275646012877995	PVV/Agema/right/negative/Gender equality	85	PVV_Agema.jpg	Stop bedreigingen tegen het traditionele gezin
343.972	4.038128650379418	GL/Timmermans/left/positive/Immigration	68	GL_Timmermans.jpg	Een warm welkom voor vluchtelingen
352.512	3.4327696179819096	GL/Klaver/left/neutral/Climate	17	GL_Klaver.jpg	Stop klimaatverandering
356.28	4.538095802485606	GL/Timmermans/left/negative/Climate	41	GL_Timmermans.jpg	Onze kinderen hebben geen toekomst, stop klimaatverandering
364.588	3.7742287766149123	PVV/Wilders/right/neutral/Immigration	134	PVV_Wilders.jpg	Grenzen dicht voor immigranten
368.876	4.247424293795811	GL/Klaver/left/positive/Gender equality	31	GL_Klaver.jpg	Met krachtige vrouwen, een rijkere maatschappij
372.492	3.711334894316796	GL/Klaver/right/neutral/Gender equality	25	GL_Klaver.jpg	Bescherm het gezin
376.448	3.989338941076143	GL/Klaver/left/negative/Climate	5	GL_Klaver.jpg	Klimaatverandering neemt onze toekomst weg
380.432	3.759354940854588	PVV/Agema/left/negative/Integration	81	PVV_Agema.jpg	Integratie eisen is racisme.
