onset	duration	trial_type	value	stim_file	statement_text
5.016	0.0	n/a	3	n/a	n/a
7.704	0.0	n/a	3	n/a	n/a
21.08	0.0	n/a	3	n/a	n/a
29.12	0.0	n/a	3	n/a	n/a
36.324	0.0	n/a	3	n/a	n/a
44.848	0.0	n/a	3	n/a	n/a
51.436	0.0	n/a	3	n/a	n/a
78.724	3.759354940854588	PVV/Agema/left/negative/Integration	81	PVV_Agema.jpg	Integratie eisen is racisme.
83.112	4.538095802485606	GL/Timmermans/left/negative/Climate	41	GL_Timmermans.jpg	Onze kinderen hebben geen toekomst, stop klimaatverandering
87.432	4.16965605290796	GL/Klaver/left/positive/EU	30	GL_Klaver.jpg	Meer Europa voor een vreedzame toekomst
95.388	4.032881405374804	GL/Timmermans/right/neutral/Immigration	62	GL_Timmermans.jpg	Stop immigranten aan de grens
99.208	3.7742287766149123	PVV/Wilders/right/neutral/Immigration	134	PVV_Wilders.jpg	Grenzen dicht voor immigranten
107.812	4.589727818363813	PVV/Wilders/right/positive/Gender equality	145	PVV_Wilders.jpg	Het Gezin als hoeksteen, voor een stralende toekomst
115.988	4.230124730681888	PVV/Agema/left/negative/Immigration	80	PVV_Agema.jpg	Stop de slechte behandeling van vluchtelingen
120.208	4.216591806771572	GL/Timmermans/left/negative/Immigration	44	GL_Timmermans.jpg	Stop de slechte opvang van vluchtelingen
128.012	3.851652104113501	GL/Klaver/left/negative/Integration	9	GL_Klaver.jpg	Stop bevooroordeelde culturele integratie
131.648	3.551176380137438	PVV/Agema/left/neutral/Immigration	92	PVV_Agema.jpg	Vang vluchtelingen op
135.62	4.146676446249187	PVV/Wilders/right/negative/EU	120	PVV_Wilders.jpg	Stap uit de totalitaire EU
139.756	3.989338941076143	GL/Klaver/left/negative/Climate	5	GL_Klaver.jpg	Klimaatverandering neemt onze toekomst weg
143.324	3.591447738441374	GL/Timmermans/left/neutral/Gender equality	55	GL_Timmermans.jpg	Meer gender gelijkheid
151.532	4.28579018312096	PVV/Wilders/left/positive/Climate	137	PVV_Wilders.jpg	Voor een zonnige toekomst, stop klimaatverandering
